indicator,market,destination,units,period_date,value
Visitor arrivals,Oceania,Maui Island,persons,2009-01-01,
Visitor arrivals,Oceania,Molokai,persons,2009-01-01,
Visitor arrivals,Oceania,Lanai,persons,2009-01-01,
Visitor arrivals,Oceania,Hawaii Island,persons,2009-01-01,
Visitor arrivals,Oceania,Hilo,persons,2009-01-01,
Visitor arrivals,Oceania,Kona,persons,2009-01-01,
Visitor arrivals,Australia,Statewide,persons,2009-01-01,
Visitor arrivals,Australia,Oahu,persons,2009-01-01,
Visitor arrivals,Australia,Kauai,persons,2009-01-01,
Visitor arrivals,Australia,Maui County,persons,2009-01-01,
Visitor arrivals,Australia,Maui Island,persons,2009-01-01,
Visitor arrivals,Australia,Molokai,persons,2009-01-01,
Visitor arrivals,Australia,Lanai,persons,2009-01-01,
Visitor arrivals,Australia,Hawaii Island,persons,2009-01-01,
Visitor arrivals,Australia,Hilo,persons,2009-01-01,
Visitor arrivals,Australia,Kona,persons,2009-01-01,
Visitor arrivals,New Zealand,Statewide,persons,2009-01-01,697.0
Visitor arrivals,New Zealand,Oahu,persons,2009-01-01,
Visitor arrivals,New Zealand,Kauai,persons,2009-01-01,
Visitor arrivals,New Zealand,Maui County,persons,2009-01-01,
Visitor arrivals,New Zealand,Maui Island,persons,2009-01-01,
Visitor arrivals,New Zealand,Molokai,persons,2009-01-01,
Visitor arrivals,New Zealand,Lanai,persons,2009-01-01,
Visitor arrivals,New Zealand,Hawaii Island,persons,2009-01-01,
Visitor arrivals,New Zealand,Hilo,persons,2009-01-01,
Visitor arrivals,New Zealand,Kona,persons,2009-01-01,
Visitor arrivals,Other Asia,Statewide,persons,2009-01-01,
Visitor arrivals,Other Asia,Oahu,persons,2009-01-01,
Visitor arrivals,Other Asia,Kauai,persons,2009-01-01,
Visitor arrivals,Other Asia,Maui County,persons,2009-01-01,
Visitor arrivals,Other Asia,Maui Island,persons,2009-01-01,
Visitor arrivals,Other Asia,Molokai,persons,2009-01-01,
Visitor arrivals,Other Asia,Lanai,persons,2009-01-01,
Visitor arrivals,Other Asia,Hawaii Island,persons,2009-01-01,
Visitor arrivals,Other Asia,Hilo,persons,2009-01-01,
Visitor arrivals,Other Asia,Kona,persons,2009-01-01,
Visitor arrivals,China,Statewide,persons,2009-01-01,
Visitor arrivals,China,Oahu,persons,2009-01-01,
Visitor arrivals,China,Kauai,persons,2009-01-01,
Visitor arrivals,China,Maui County,persons,2009-01-01,
Visitor arrivals,China,Maui Island,persons,2009-01-01,
Visitor arrivals,China,Molokai,persons,2009-01-01,
Visitor arrivals,China,Lanai,persons,2009-01-01,
Visitor arrivals,China,Hawaii Island,persons,2009-01-01,
Visitor arrivals,China,Hilo,persons,2009-01-01,
Visitor arrivals,China,Kona,persons,2009-01-01,
Visitor arrivals,Hong Kong,Statewide,persons,2009-01-01,667.0
Visitor arrivals,Korea,Statewide,persons,2009-01-01,
Visitor arrivals,Korea,Oahu,persons,2009-01-01,
Visitor arrivals,Korea,Kauai,persons,2009-01-01,
Visitor arrivals,Korea,Maui County,persons,2009-01-01,
Visitor arrivals,Korea,Maui Island,persons,2009-01-01,
Visitor arrivals,Korea,Molokai,persons,2009-01-01,
Visitor arrivals,Korea,Lanai,persons,2009-01-01,
Visitor arrivals,Korea,Hawaii Island,persons,2009-01-01,
Visitor arrivals,Korea,Hilo,persons,2009-01-01,
Visitor arrivals,Korea,Kona,persons,2009-01-01,
Visitor arrivals,Singapore,Statewide,persons,2009-01-01,361.0
Visitor arrivals,Taiwan,Statewide,persons,2009-01-01,
Visitor arrivals,Taiwan,Oahu,persons,2009-01-01,
Visitor arrivals,Taiwan,Kauai,persons,2009-01-01,
Visitor arrivals,Taiwan,Maui County,persons,2009-01-01,
Visitor arrivals,Taiwan,Maui Island,persons,2009-01-01,
Visitor arrivals,Taiwan,Molokai,persons,2009-01-01,
Visitor arrivals,Taiwan,Lanai,persons,2009-01-01,
Visitor arrivals,Taiwan,Hawaii Island,persons,2009-01-01,
Visitor arrivals,Taiwan,Hilo,persons,2009-01-01,
Visitor arrivals,Taiwan,Kona,persons,2009-01-01,
Visitor arrivals,Latin America,Statewide,persons,2009-01-01,
Visitor arrivals,Latin America,Oahu,persons,2009-01-01,
Visitor arrivals,Latin America,Kauai,persons,2009-01-01,
Visitor arrivals,Latin America,Maui County,persons,2009-01-01,
Visitor arrivals,Latin America,Maui Island,persons,2009-01-01,
Visitor arrivals,Latin America,Molokai,persons,2009-01-01,
Visitor arrivals,Latin America,Lanai,persons,2009-01-01,
Visitor arrivals,Latin America,Hawaii Island,persons,2009-01-01,
Visitor arrivals,Latin America,Hilo,persons,2009-01-01,
Visitor arrivals,Latin America,Kona,persons,2009-01-01,
Visitor arrivals,Argentina,Statewide,persons,2009-01-01,267.0
Visitor arrivals,Brazil,Statewide,persons,2009-01-01,678.0
Visitor arrivals,Mexico,Statewide,persons,2009-01-01,407.0
Visitor arrivals,Visitors by ship,Statewide,persons,2009-01-01,
Visitor days,Total,Statewide,days,2009-01-01,
Visitor days,US Total,Statewide,days,2009-01-01,
Visitor days,Japan,Statewide,days,2009-01-01,
Visitor days,Canada,Statewide,days,2009-01-01,
Visitor days,Europe,Statewide,days,2009-01-01,
Visitor days,United Kingdom,Statewide,days,2009-01-01,
Visitor days,France,Statewide,days,2009-01-01,
Visitor days,Germany,Statewide,days,2009-01-01,
Visitor days,Italy,Statewide,days,2009-01-01,
Visitor days,Switzerland,Statewide,days,2009-01-01,
Visitor days,Oceania,Statewide,days,2009-01-01,
Visitor days,Australia,Statewide,days,2009-01-01,
Visitor days,New Zealand,Statewide,days,2009-01-01,
Visitor days,Other Asia,Statewide,days,2009-01-01,
Visitor days,China,Statewide,days,2009-01-01,
Visitor days,Hong Kong,Statewide,days,2009-01-01,
Visitor days,Korea,Statewide,days,2009-01-01,
Visitor days,Singapore,Statewide,days,2009-01-01,
Visitor days,Taiwan,Statewide,days,2009-01-01,
Visitor days,Latin America,Statewide,days,2009-01-01,
Visitor days,Argentina,Statewide,days,2009-01-01,
Visitor days,Brazil,Statewide,days,2009-01-01,
Visitor days,Mexico,Statewide,days,2009-01-01,
Visitor days,Visitors by ship,Statewide,days,2009-01-01,
Expenditure,Total,Statewide,$ mil,2009-01-01,946.5
Expenditure,US Total,Statewide,$ mil,2009-01-01,588.48
Expenditure,Japan,Statewide,$ mil,2009-01-01,163.85
Expenditure,Canada,Statewide,$ mil,2009-01-01,90.1
Expenditure,Europe,Statewide,$ mil,2009-01-01,
Expenditure,Oceania,Statewide,$ mil,2009-01-01,
Expenditure,Other Asia,Statewide,$ mil,2009-01-01,
Expenditure,China,Statewide,$ mil,2009-01-01,
Expenditure,Korea,Statewide,$ mil,2009-01-01,
Expenditure,Latin America,Statewide,$ mil,2009-01-01,
Expenditure,Visitors by ship,Statewide,$ mil,2009-01-01,2.42
Daily census,Total,Statewide,persons,2009-01-01,
Daily census,US Total,Statewide,persons,2009-01-01,
Daily census,Japan,Statewide,persons,2009-01-01,
Daily census,Canada,Statewide,persons,2009-01-01,
Daily census,Europe,Statewide,persons,2009-01-01,
Daily census,United Kingdom,Statewide,persons,2009-01-01,977.0
Daily census,France,Statewide,persons,2009-01-01,281.0
Daily census,Germany,Statewide,persons,2009-01-01,
Daily census,Italy,Statewide,persons,2009-01-01,194.0
Daily census,Switzerland,Statewide,persons,2009-01-01,378.0
Daily census,Oceania,Statewide,persons,2009-01-01,
Daily census,Australia,Statewide,persons,2009-01-01,
Daily census,New Zealand,Statewide,persons,2009-01-01,255.0
Daily census,Other Asia,Statewide,persons,2009-01-01,
Daily census,China,Statewide,persons,2009-01-01,
Daily census,Hong Kong,Statewide,persons,2009-01-01,163.0
Daily census,Korea,Statewide,persons,2009-01-01,
Daily census,Singapore,Statewide,persons,2009-01-01,88.0
Daily census,Taiwan,Statewide,persons,2009-01-01,334.0
Daily census,Latin America,Statewide,persons,2009-01-01,543.0
Daily census,Argentina,Statewide,persons,2009-01-01,117.0
Daily census,Brazil,Statewide,persons,2009-01-01,277.0
Daily census,Mexico,Statewide,persons,2009-01-01,150.0
Daily census,Visitors by ship,Statewide,persons,2009-01-01,
Length of stay,Total,Statewide,days,2009-01-01,10.7
Length of stay,US Total,Statewide,days,2009-01-01,11.78
Length of stay,Japan,Statewide,days,2009-01-01,5.87
Length of stay,Canada,Statewide,days,2009-01-01,14.65
Length of stay,Europe,Statewide,days,2009-01-01,15.44
Length of stay,United Kingdom,Statewide,days,2009-01-01,11.73
Length of stay,France,Statewide,days,2009-01-01,17.73
Length of stay,Germany,Statewide,days,2009-01-01,18.39
Length of stay,Italy,Statewide,days,2009-01-01,14.96
Length of stay,Switzerland,Statewide,days,2009-01-01,21.82
Length of stay,Oceania,Statewide,days,2009-01-01,8.11
Length of stay,Australia,Statewide,days,2009-01-01,7.9
Length of stay,New Zealand,Statewide,days,2009-01-01,11.35
Length of stay,Other Asia,Statewide,days,2009-01-01,7.85
Length of stay,China,Statewide,days,2009-01-01,6.56
Length of stay,Hong Kong,Statewide,days,2009-01-01,7.59
Length of stay,Korea,Statewide,days,2009-01-01,9.79
Length of stay,Singapore,Statewide,days,2009-01-01,7.53
Length of stay,Taiwan,Statewide,days,2009-01-01,7.94
Length of stay,Latin America,Statewide,days,2009-01-01,12.45
Length of stay,Argentina,Statewide,days,2009-01-01,13.57
Length of stay,Brazil,Statewide,days,2009-01-01,12.64
Length of stay,Mexico,Statewide,days,2009-01-01,11.39
Length of stay,Visitors by ship,Statewide,days,2009-01-01,6.34
PPPD,Total,Statewide,dollar,2009-01-01,169.01
PPPD,US Total,Statewide,dollar,2009-01-01,154.24
PPPD,Japan,Statewide,dollar,2009-01-01,301.02
PPPD,Canada,Statewide,dollar,2009-01-01,140.15
PPPD,Europe,Statewide,dollar,2009-01-01,
PPPD,Oceania,Statewide,dollar,2009-01-01,
PPPD,Other Asia,Statewide,dollar,2009-01-01,
PPPD,China,Statewide,dollar,2009-01-01,
PPPD,Korea,Statewide,dollar,2009-01-01,
PPPD,Latin America,Statewide,dollar,2009-01-01,
PPPD,Visitors by ship,Statewide,dollar,2009-01-01,37.71
PPPT,Total,Statewide,dollar,2009-01-01,
PPPT,US Total,Statewide,dollar,2009-01-01,
PPPT,Japan,Statewide,dollar,2009-01-01,
PPPT,Canada,Statewide,dollar,2009-01-01,
PPPT,Europe,Statewide,dollar,2009-01-01,
PPPT,Oceania,Statewide,dollar,2009-01-01,
PPPT,Other Asia,Statewide,dollar,2009-01-01,
PPPT,China,Statewide,dollar,2009-01-01,
PPPT,Korea,Statewide,dollar,2009-01-01,
PPPT,Latin America,Statewide,dollar,2009-01-01,
PPPT,Visitors by ship,Statewide,dollar,2009-01-01,239.11
Visitor arrivals,Total,Statewide,persons,2009-02-01,
Visitor arrivals,US Total,Statewide,persons,2009-02-01,
Visitor arrivals,US Total,Oahu,persons,2009-02-01,
Visitor arrivals,US Total,Kauai,persons,2009-02-01,
Visitor arrivals,US Total,Maui County,persons,2009-02-01,
Visitor arrivals,US Total,Maui Island,persons,2009-02-01,
Visitor arrivals,US Total,Molokai,persons,2009-02-01,
Visitor arrivals,US Total,Lanai,persons,2009-02-01,
Visitor arrivals,US Total,Hawaii Island,persons,2009-02-01,
Visitor arrivals,US Total,Hilo,persons,2009-02-01,
Visitor arrivals,US Total,Kona,persons,2009-02-01,
Visitor arrivals,Japan,Statewide,persons,2009-02-01,
Visitor arrivals,Japan,Oahu,persons,2009-02-01,
Visitor arrivals,Japan,Kauai,persons,2009-02-01,
Visitor arrivals,Japan,Maui County,persons,2009-02-01,
Visitor arrivals,Japan,Maui Island,persons,2009-02-01,
Visitor arrivals,Japan,Molokai,persons,2009-02-01,
Visitor arrivals,Japan,Lanai,persons,2009-02-01,
Visitor arrivals,Japan,Hawaii Island,persons,2009-02-01,
Visitor arrivals,Japan,Hilo,persons,2009-02-01,
Visitor arrivals,Japan,Kona,persons,2009-02-01,
Visitor arrivals,Canada,Statewide,persons,2009-02-01,
Visitor arrivals,Canada,Oahu,persons,2009-02-01,
Visitor arrivals,Canada,Kauai,persons,2009-02-01,
Visitor arrivals,Canada,Maui County,persons,2009-02-01,
Visitor arrivals,Canada,Maui Island,persons,2009-02-01,
Visitor arrivals,Canada,Molokai,persons,2009-02-01,
Visitor arrivals,Canada,Lanai,persons,2009-02-01,
Visitor arrivals,Canada,Hawaii Island,persons,2009-02-01,
Visitor arrivals,Canada,Hilo,persons,2009-02-01,
Visitor arrivals,Canada,Kona,persons,2009-02-01,
Visitor arrivals,Europe,Statewide,persons,2009-02-01,
Visitor arrivals,Europe,Oahu,persons,2009-02-01,
Visitor arrivals,Europe,Kauai,persons,2009-02-01,
Visitor arrivals,Europe,Maui County,persons,2009-02-01,
Visitor arrivals,Europe,Maui Island,persons,2009-02-01,
Visitor arrivals,Europe,Molokai,persons,2009-02-01,
Visitor arrivals,Europe,Lanai,persons,2009-02-01,
Visitor arrivals,Europe,Hawaii Island,persons,2009-02-01,
Visitor arrivals,Europe,Hilo,persons,2009-02-01,
Visitor arrivals,Europe,Kona,persons,2009-02-01,
Visitor arrivals,United Kingdom,Statewide,persons,2009-02-01,
Visitor arrivals,France,Statewide,persons,2009-02-01,554.0
Visitor arrivals,Germany,Statewide,persons,2009-02-01,
Visitor arrivals,Italy,Statewide,persons,2009-02-01,293.0
Visitor arrivals,Switzerland,Statewide,persons,2009-02-01,513.0
Visitor arrivals,Oceania,Statewide,persons,2009-02-01,
Visitor arrivals,Oceania,Oahu,persons,2009-02-01,
Visitor arrivals,Oceania,Kauai,persons,2009-02-01,
Visitor arrivals,Oceania,Maui County,persons,2009-02-01,
Visitor arrivals,Oceania,Maui Island,persons,2009-02-01,
Visitor arrivals,Oceania,Molokai,persons,2009-02-01,
Visitor arrivals,Oceania,Lanai,persons,2009-02-01,
Visitor arrivals,Oceania,Hawaii Island,persons,2009-02-01,
Visitor arrivals,Oceania,Hilo,persons,2009-02-01,
Visitor arrivals,Oceania,Kona,persons,2009-02-01,
Visitor arrivals,Australia,Statewide,persons,2009-02-01,
Visitor arrivals,Australia,Oahu,persons,2009-02-01,
Visitor arrivals,Australia,Kauai,persons,2009-02-01,
Visitor arrivals,Australia,Maui County,persons,2009-02-01,
Visitor arrivals,Australia,Maui Island,persons,2009-02-01,
Visitor arrivals,Australia,Molokai,persons,2009-02-01,
Visitor arrivals,Australia,Lanai,persons,2009-02-01,
Visitor arrivals,Australia,Hawaii Island,persons,2009-02-01,
Visitor arrivals,Australia,Hilo,persons,2009-02-01,
Visitor arrivals,Australia,Kona,persons,2009-02-01,
Visitor arrivals,New Zealand,Statewide,persons,2009-02-01,478.0
Visitor arrivals,New Zealand,Oahu,persons,2009-02-01,
Visitor arrivals,New Zealand,Kauai,persons,2009-02-01,
Visitor arrivals,New Zealand,Maui County,persons,2009-02-01,
Visitor arrivals,New Zealand,Maui Island,persons,2009-02-01,
Visitor arrivals,New Zealand,Molokai,persons,2009-02-01,
Visitor arrivals,New Zealand,Lanai,persons,2009-02-01,
Visitor arrivals,New Zealand,Hawaii Island,persons,2009-02-01,
Visitor arrivals,New Zealand,Hilo,persons,2009-02-01,
Visitor arrivals,New Zealand,Kona,persons,2009-02-01,
Visitor arrivals,Other Asia,Statewide,persons,2009-02-01,
Visitor arrivals,Other Asia,Oahu,persons,2009-02-01,
Visitor arrivals,Other Asia,Kauai,persons,2009-02-01,
Visitor arrivals,Other Asia,Maui County,persons,2009-02-01,
Visitor arrivals,Other Asia,Maui Island,persons,2009-02-01,
Visitor arrivals,Other Asia,Molokai,persons,2009-02-01,
Visitor arrivals,Other Asia,Lanai,persons,2009-02-01,
Visitor arrivals,Other Asia,Hawaii Island,persons,2009-02-01,
Visitor arrivals,Other Asia,Hilo,persons,2009-02-01,
Visitor arrivals,Other Asia,Kona,persons,2009-02-01,
Visitor arrivals,China,Statewide,persons,2009-02-01,
Visitor arrivals,China,Oahu,persons,2009-02-01,
Visitor arrivals,China,Kauai,persons,2009-02-01,
Visitor arrivals,China,Maui County,persons,2009-02-01,
Visitor arrivals,China,Maui Island,persons,2009-02-01,
Visitor arrivals,China,Molokai,persons,2009-02-01,
Visitor arrivals,China,Lanai,persons,2009-02-01,
Visitor arrivals,China,Hawaii Island,persons,2009-02-01,
Visitor arrivals,China,Hilo,persons,2009-02-01,
Visitor arrivals,China,Kona,persons,2009-02-01,
Visitor arrivals,Hong Kong,Statewide,persons,2009-02-01,211.0
Visitor arrivals,Korea,Statewide,persons,2009-02-01,
Visitor arrivals,Korea,Oahu,persons,2009-02-01,
Visitor arrivals,Korea,Kauai,persons,2009-02-01,
Visitor arrivals,Korea,Maui County,persons,2009-02-01,
Visitor arrivals,Korea,Maui Island,persons,2009-02-01,
Visitor arrivals,Korea,Molokai,persons,2009-02-01,
Visitor arrivals,Korea,Lanai,persons,2009-02-01,
Visitor arrivals,Korea,Hawaii Island,persons,2009-02-01,
Visitor arrivals,Korea,Hilo,persons,2009-02-01,
Visitor arrivals,Korea,Kona,persons,2009-02-01,
Visitor arrivals,Singapore,Statewide,persons,2009-02-01,120.0
Visitor arrivals,Taiwan,Statewide,persons,2009-02-01,380.0
Visitor arrivals,Taiwan,Oahu,persons,2009-02-01,
Visitor arrivals,Taiwan,Kauai,persons,2009-02-01,
Visitor arrivals,Taiwan,Maui County,persons,2009-02-01,
Visitor arrivals,Taiwan,Maui Island,persons,2009-02-01,
Visitor arrivals,Taiwan,Molokai,persons,2009-02-01,
Visitor arrivals,Taiwan,Lanai,persons,2009-02-01,
Visitor arrivals,Taiwan,Hawaii Island,persons,2009-02-01,
Visitor arrivals,Taiwan,Hilo,persons,2009-02-01,
Visitor arrivals,Taiwan,Kona,persons,2009-02-01,
Visitor arrivals,Latin America,Statewide,persons,2009-02-01,
Visitor arrivals,Latin America,Oahu,persons,2009-02-01,
Visitor arrivals,Latin America,Kauai,persons,2009-02-01,
Visitor arrivals,Latin America,Maui County,persons,2009-02-01,
Visitor arrivals,Latin America,Maui Island,persons,2009-02-01,
Visitor arrivals,Latin America,Molokai,persons,2009-02-01,
Visitor arrivals,Latin America,Lanai,persons,2009-02-01,
Visitor arrivals,Latin America,Hawaii Island,persons,2009-02-01,
Visitor arrivals,Latin America,Hilo,persons,2009-02-01,
Visitor arrivals,Latin America,Kona,persons,2009-02-01,
Visitor arrivals,Argentina,Statewide,persons,2009-02-01,220.0
Visitor arrivals,Brazil,Statewide,persons,2009-02-01,564.0
Visitor arrivals,Mexico,Statewide,persons,2009-02-01,290.0
Visitor arrivals,Visitors by ship,Statewide,persons,2009-02-01,
Visitor days,Total,Statewide,days,2009-02-01,
Visitor days,US Total,Statewide,days,2009-02-01,
Visitor days,Japan,Statewide,days,2009-02-01,
Visitor days,Canada,Statewide,days,2009-02-01,
Visitor days,Europe,Statewide,days,2009-02-01,
Visitor days,United Kingdom,Statewide,days,2009-02-01,
Visitor days,France,Statewide,days,2009-02-01,
Visitor days,Germany,Statewide,days,2009-02-01,
Visitor days,Italy,Statewide,days,2009-02-01,
Visitor days,Switzerland,Statewide,days,2009-02-01,
Visitor days,Oceania,Statewide,days,2009-02-01,
Visitor days,Australia,Statewide,days,2009-02-01,
Visitor days,New Zealand,Statewide,days,2009-02-01,
Visitor days,Other Asia,Statewide,days,2009-02-01,
Visitor days,China,Statewide,days,2009-02-01,
Visitor days,Hong Kong,Statewide,days,2009-02-01,
Visitor days,Korea,Statewide,days,2009-02-01,
Visitor days,Singapore,Statewide,days,2009-02-01,
Visitor days,Taiwan,Statewide,days,2009-02-01,
Visitor days,Latin America,Statewide,days,2009-02-01,
Visitor days,Argentina,Statewide,days,2009-02-01,
Visitor days,Brazil,Statewide,days,2009-02-01,
Visitor days,Mexico,Statewide,days,2009-02-01,
Visitor days,Visitors by ship,Statewide,days,2009-02-01,
Expenditure,Total,Statewide,$ mil,2009-02-01,846.85
Expenditure,US Total,Statewide,$ mil,2009-02-01,527.54
Expenditure,Japan,Statewide,$ mil,2009-02-01,164.48
Expenditure,Canada,Statewide,$ mil,2009-02-01,84.71
Expenditure,Europe,Statewide,$ mil,2009-02-01,
Expenditure,Oceania,Statewide,$ mil,2009-02-01,
Expenditure,Other Asia,Statewide,$ mil,2009-02-01,
Expenditure,China,Statewide,$ mil,2009-02-01,
Expenditure,Korea,Statewide,$ mil,2009-02-01,
Expenditure,Latin America,Statewide,$ mil,2009-02-01,
Expenditure,Visitors by ship,Statewide,$ mil,2009-02-01,2.72
Daily census,Total,Statewide,persons,2009-02-01,
Daily census,US Total,Statewide,persons,2009-02-01,
Daily census,Japan,Statewide,persons,2009-02-01,
Daily census,Canada,Statewide,persons,2009-02-01,
Daily census,Europe,Statewide,persons,2009-02-01,
Daily census,United Kingdom,Statewide,persons,2009-02-01,
Daily census,France,Statewide,persons,2009-02-01,268.0
Daily census,Germany,Statewide,persons,2009-02-01,988.0
Daily census,Italy,Statewide,persons,2009-02-01,127.0
Daily census,Switzerland,Statewide,persons,2009-02-01,340.0
Daily census,Oceania,Statewide,persons,2009-02-01,
Daily census,Australia,Statewide,persons,2009-02-01,
Daily census,New Zealand,Statewide,persons,2009-02-01,152.0
Daily census,Other Asia,Statewide,persons,2009-02-01,
Daily census,China,Statewide,persons,2009-02-01,430.0
Daily census,Hong Kong,Statewide,persons,2009-02-01,61.0
Daily census,Korea,Statewide,persons,2009-02-01,965.0
Daily census,Singapore,Statewide,persons,2009-02-01,57.0
Daily census,Taiwan,Statewide,persons,2009-02-01,136.0
Daily census,Latin America,Statewide,persons,2009-02-01,436.0
Daily census,Argentina,Statewide,persons,2009-02-01,81.0
Daily census,Brazil,Statewide,persons,2009-02-01,243.0
Daily census,Mexico,Statewide,persons,2009-02-01,111.0
Daily census,Visitors by ship,Statewide,persons,2009-02-01,
Length of stay,Total,Statewide,days,2009-02-01,9.36
Length of stay,US Total,Statewide,days,2009-02-01,10.02
Length of stay,Japan,Statewide,days,2009-02-01,5.69
Length of stay,Canada,Statewide,days,2009-02-01,13.07
Length of stay,Europe,Statewide,days,2009-02-01,13.49
Length of stay,United Kingdom,Statewide,days,2009-02-01,11.49
Length of stay,France,Statewide,days,2009-02-01,13.56
Length of stay,Germany,Statewide,days,2009-02-01,14.96
Length of stay,Italy,Statewide,days,2009-02-01,12.19
Length of stay,Switzerland,Statewide,days,2009-02-01,18.55
Length of stay,Oceania,Statewide,days,2009-02-01,8.09
Length of stay,Australia,Statewide,days,2009-02-01,8.02
Length of stay,New Zealand,Statewide,days,2009-02-01,8.88
Length of stay,Other Asia,Statewide,days,2009-02-01,7.66
Length of stay,China,Statewide,days,2009-02-01,5.1
Length of stay,Hong Kong,Statewide,days,2009-02-01,8.06
Length of stay,Korea,Statewide,days,2009-02-01,9.14
Length of stay,Singapore,Statewide,days,2009-02-01,13.37
Length of stay,Taiwan,Statewide,days,2009-02-01,10.04
Length of stay,Latin America,Statewide,days,2009-02-01,11.35
Length of stay,Argentina,Statewide,days,2009-02-01,10.33
Length of stay,Brazil,Statewide,days,2009-02-01,12.06
Length of stay,Mexico,Statewide,days,2009-02-01,10.74
Length of stay,Visitors by ship,Statewide,days,2009-02-01,4.73
PPPD,Total,Statewide,dollar,2009-02-01,171.55
PPPD,US Total,Statewide,dollar,2009-02-01,156.88
PPPD,Japan,Statewide,dollar,2009-02-01,298.08
PPPD,Canada,Statewide,dollar,2009-02-01,150.93
PPPD,Europe,Statewide,dollar,2009-02-01,
PPPD,Oceania,Statewide,dollar,2009-02-01,
PPPD,Other Asia,Statewide,dollar,2009-02-01,
PPPD,China,Statewide,dollar,2009-02-01,
PPPD,Korea,Statewide,dollar,2009-02-01,
PPPD,Latin America,Statewide,dollar,2009-02-01,
PPPD,Visitors by ship,Statewide,dollar,2009-02-01,41.17
PPPT,Total,Statewide,dollar,2009-02-01,
PPPT,US Total,Statewide,dollar,2009-02-01,
PPPT,Japan,Statewide,dollar,2009-02-01,
PPPT,Canada,Statewide,dollar,2009-02-01,
PPPT,Europe,Statewide,dollar,2009-02-01,
PPPT,Oceania,Statewide,dollar,2009-02-01,
PPPT,Other Asia,Statewide,dollar,2009-02-01,
PPPT,China,Statewide,dollar,2009-02-01,
PPPT,Korea,Statewide,dollar,2009-02-01,
PPPT,Latin America,Statewide,dollar,2009-02-01,
PPPT,Visitors by ship,Statewide,dollar,2009-02-01,194.87
Visitor arrivals,Total,Statewide,persons,2009-03-01,
Visitor arrivals,US Total,Statewide,persons,2009-03-01,
Visitor arrivals,US Total,Oahu,persons,2009-03-01,
Visitor arrivals,US Total,Kauai,persons,2009-03-01,
Visitor arrivals,US Total,Maui County,persons,2009-03-01,
Visitor arrivals,US Total,Maui Island,persons,2009-03-01,
Visitor arrivals,US Total,Molokai,persons,2009-03-01,
Visitor arrivals,US Total,Lanai,persons,2009-03-01,
